timestamp,open,high,low,close,volume,cumulative_price_volume,cumulative_volume,indicator,signal,balance_usdt,balance_btc,total_balance
2024-06-01 00:00:00,67540.01,67703.89,67507.39,67655.66,569.87074,38535977.73977853,569.87074,67622.31333333334,1,1000.0,0.0,1000.0
2024-06-01 01:00:00,67655.66,67710.29,67428.44,67560.0,566.55975,76816291.67115104,1136.43049,67594.3600133001,-1,1000.0,0.0,1000.0
2024-06-01 02:00:00,67560.0,67740.0,67546.52,67729.05,327.71958,98993684.11577125,1464.15007,67611.70602940398,1,900.0,0.0014764713221283924,1000.0
2024-06-01 03:00:00,67729.05,67757.14,67623.24,67715.31,313.20132,120196963.51387486,1777.3513899999998,67627.01185041123,1,900.0,0.0014764713221283924,999.979713284034
2024-06-01 04:00:00,67715.31,67763.81,67656.0,67680.01,315.96397,141587705.32503664,2093.3153599999996,67638.01958871436,1,900.0,0.0014764713221283924,999.9275938463628
2024-06-01 05:00:00,67680.01,67810.0,67603.0,67686.35,316.72396,163029848.793512,2410.0393199999994,67646.13649270752,1,900.0,0.0014764713221283924,999.9369546745452
2024-06-01 06:00:00,67686.35,67729.87,67607.94,67693.32,266.23887,181048108.3355197,2676.2781899999995,67649.21113657461,1,900.0,0.0014764713221283924,999.9472456796603
2024-06-01 07:00:00,67693.32,67733.01,67575.23,67632.08,351.80708,204846722.13334155,3028.0852699999996,67648.92790926644,-1,999.8568265758933,0.0,999.8568265758933
2024-06-01 08:00:00,67632.07,67741.06,67611.61,67704.0,376.4478,230326801.03228354,3404.5330699999995,67652.97804326618,1,899.8568265758933,0.0014770176060498641,999.8568265758933
2024-06-01 09:00:00,67704.0,67760.0,67635.0,67706.69,349.38935,253980656.8499507,3753.9224199999994,67657.40695566926,1,899.8568265758933,0.0014770176060498641,999.8607997532536
2024-06-01 10:00:00,67706.69,67750.0,67627.32,67627.33,317.62668,275473887.8513047,4071.5490999999993,67658.2502348565,-1,999.7435836360374,0.0,999.7435836360374
2024-06-01 11:00:00,67627.33,67694.0,67627.32,67660.57,249.68951,292368037.402296,4321.238609999999,67658.38774228115,1,899.7435836360374,0.001477965674838388,999.7435836360374
2024-06-01 12:00:00,67660.57,67872.5,67640.0,67717.76,408.2284,320022825.359424,4729.467009999999,67665.72738170427,1,899.7435836360374,0.001477965674838388,999.8281084929814
2024-06-01 13:00:00,67717.76,67837.0,67714.28,67720.01,419.26976,348431327.0171541,5148.7367699999995,67673.16772676147,1,899.7435836360374,0.001477965674838388,999.8314339157498
2024-06-01 14:00:00,67720.01,67870.0,67673.0,67803.34,379.0052,374121100.43747675,5527.741969999999,67680.63749500175,1,899.7435836360374,0.001477965674838388,999.9545927954341
2024-06-01 15:00:00,67803.33,67824.0,67668.01,67691.28,321.49058,395894938.35361284,5849.232549999999,67683.22766610005,1,899.7435836360374,0.001477965674838388,999.7889719619117
2024-06-01 16:00:00,67691.28,67719.99,67612.0,67700.01,304.8731,416527936.7666795,6154.105649999999,67682.93566209407,1,899.7435836360374,0.001477965674838388,999.8018746022531
2024-06-01 17:00:00,67700.01,67900.0,67556.72,67791.02,1177.16281,496279830.34819597,7331.268459999998,67693.58304854602,1,899.7435836360374,0.001477965674838388,999.9363842583201
2024-06-01 18:00:00,67791.02,67821.73,67726.32,67750.71,277.11069,515058583.56811076,7608.379149999999,67696.22982946517,1,899.7435836360374,0.001477965674838388,999.8768074619674
2024-06-01 19:00:00,67750.7,67782.64,67685.72,67753.76,174.52798,526881232.2664166,7782.907129999999,67697.22720132428,1,899.7435836360374,0.001477965674838388,999.8813152572757
2024-06-01 20:00:00,67753.76,67796.54,67700.0,67796.54,337.18395,549730286.8404386,8120.091079999998,67700.01486737495,1,899.7435836360374,0.001477965674838388,999.9445426288452
2024-06-01 21:00:00,67796.54,67820.2,67713.23,67760.01,290.36113,569406457.827101,8410.452209999998,67702.24045147997,1,899.7435836360374,0.001477965674838388,999.8905525427433
2024-06-01 22:00:00,67760.01,67885.0,67710.0,67765.4,263.4495,587264856.393701,8673.901709999998,67704.80875021365,1,899.7435836360374,0.001477965674838388,999.8985187777307
2024-06-01 23:00:00,67765.41,67819.78,67723.0,67766.85,163.75962,598362825.6440811,8837.661329999999,67706.01444218062,1,899.7435836360374,0.001477965674838388,999.9006618279593
2024-06-02 00:00:00,67766.84,67910.55,67744.0,67889.0,298.77105,618633799.0288236,9136.432379999998,67710.65261567927,1,899.7435836360374,0.001477965674838388,1000.0811953351408
2024-06-02 01:00:00,67888.99,67900.0,67710.0,67755.0,408.0762,646296604.4998236,9544.508579999998,67713.97386074996,1,899.7435836360374,0.001477965674838388,999.8831479347124
2024-06-02 02:00:00,67755.0,67815.0,67643.33,67733.26,340.27499,669343609.9182683,9884.783569999998,67714.54379129806,1,899.7435836360374,0.001477965674838388,999.8510169609415
2024-06-02 03:00:00,67733.25,67807.99,67726.31,67789.47,240.10946,685616930.1248897,10124.893029999997,67715.96777303334,1,899.7435836360374,0.001477965674838388,999.9340934115241
2024-06-02 04:00:00,67789.48,67852.63,67745.18,67852.62,179.28516,697775477.7564293,10304.178189999997,67717.72235398712,1,899.7435836360374,0.001477965674838388,1000.0274269438901
2024-06-02 05:00:00,67852.62,67867.6,67728.4,67728.4,208.19005,711885516.7571694,10512.368239999996,67718.85273657134,1,899.7435836360374,0.001477965674838388,999.8438340477617
2024-06-02 06:00:00,67728.41,67852.33,67724.6,67841.09,326.57495,734029259.9940357,10838.943189999996,67721.4786651203,1,899.7435836360374,0.001477965674838388,1000.0103859996592
2024-06-02 07:00:00,67841.09,67842.91,67720.41,67721.0,342.48176,757236317.2253702,11181.424949999997,67722.70266191523,-1,999.8328971017679,0.0,999.8328971017679
2024-06-02 08:00:00,67721.01,67812.57,67671.81,67750.67,357.78944,781474768.8013275,11539.214389999997,67723.3945387618,1,899.8328971017679,0.0014760001635408181,999.8328971017679
2024-06-02 09:00:00,67750.68,67772.65,67377.79,67529.99,1006.07274,849445187.3194869,12545.287129999997,67710.30256359601,-1,999.5071733856778,0.0,999.5071733856778
2024-06-02 10:00:00,67530.0,67581.97,67367.2,67529.99,381.18834,875172752.2811517,12926.475469999998,67703.8961093663,-1,999.5071733856778,0.0,999.5071733856778
2024-06-02 11:00:00,67530.0,68320.08,67492.6,68251.52,1213.972,957748827.2819517,14140.447469999997,67731.15414585617,1,899.5071733856778,0.0014651688343351181,999.5071733856778
2024-06-02 12:00:00,68251.53,68305.0,67852.24,67934.99,941.82256,1021821716.1268545,15082.270029999998,67749.86219543601,1,899.5071733856778,0.0014651688343351181,999.0434034945457
2024-06-02 13:00:00,67934.99,68214.66,67800.0,68165.98,722.27646,1070980006.0800993,15804.546489999997,67764.04541299176,1,899.5071733856778,0.0014651688343351181,999.3818428435887
2024-06-02 14:00:00,68165.97,68460.0,68073.65,68252.5,2085.25292,1213323645.1677854,17889.799409999996,67822.09332596343,1,899.5071733856778,0.0014651688343351181,999.5086092511355
2024-06-02 15:00:00,68252.51,68297.12,68016.19,68142.17,465.81443,1245069749.4599776,18355.613839999995,67830.46104112081,1,899.5071733856778,0.0014651688343351181,999.3469571736432
2024-06-02 16:00:00,68142.18,68200.0,67980.0,68103.63,440.2764,1275050169.8584216,18795.890239999993,67836.64692534521,1,899.5071733856778,0.0014651688343351181,999.290489566768
2024-06-02 17:00:00,68103.63,68103.64,67808.66,67879.28,1181.95687,1355341122.5348065,19977.847109999995,67842.20116773168,1,899.5071733856778,0.0014651688343351181,998.9617789387848
2024-06-02 18:00:00,67879.27,67879.28,67456.88,67697.14,1480.43326,1455533539.2706592,21458.280369999997,67830.85662845496,-1,998.694913087299,0.0,998.694913087299
2024-06-02 19:00:00,67697.14,67798.0,67257.47,67736.95,1565.51294,1561358258.4852974,23023.793309999997,67814.9876287826,-1,998.694913087299,0.0,998.694913087299
2024-06-02 20:00:00,67736.95,67831.21,67577.65,67831.2,365.03156,1586087937.204062,23388.824869999997,67813.9216493292,1,898.694913087299,0.0014742478387526684,998.694913087299
2024-06-02 21:00:00,67831.21,67902.12,67755.0,67816.14,263.27949,1603944715.9112077,23652.104359999998,67814.03850998431,1,898.694913087299,0.0014742478387526684,998.6727109148474
2024-06-02 22:00:00,67816.13,67984.01,67809.96,67927.99,330.59344,1626394430.4311886,23982.697799999998,67815.32436401666,1,898.694913087299,0.0014742478387526684,998.8376055356119
2024-06-02 23:00:00,67928.0,67984.01,67765.62,67765.63,281.28882,1645476619.543653,24263.98662,67815.59210831995,-1,998.5982466565121,0.0,998.5982466565121
2024-06-03 00:00:00,67765.62,67873.87,67612.48,67823.99,545.42052,1682439829.9983785,24809.40714,67814.5922836582,1,898.5982466565121,0.0014744045580332267,998.5982466565121
2024-06-03 01:00:00,67824.0,68553.67,67823.8,68476.01,1377.62869,1776510507.0964923,26187.03583,67839.31249909976,1,898.5982466565121,0.0014744045580332267,999.5595879164408
2024-06-03 02:00:00,68476.01,68793.97,68404.51,68416.08,1163.43425,1856250180.8973856,27350.47008,67869.04120725759,1,898.5982466565121,0.0014744045580332267,999.471226851278
2024-06-03 03:00:00,68416.09,68518.7,68201.0,68382.81,722.42687,1905640702.3402002,28072.89695,67881.8686127867,1,898.5982466565121,0.0014744045580332267,999.4221734116322
2024-06-03 04:00:00,68382.8,68600.0,68285.29,68510.0,809.57781,1961068525.3610384,28882.474759999997,67898.21653638099,1,898.5982466565121,0.0014744045580332267,999.6097029273684
2024-06-03 05:00:00,68510.0,68780.0,68441.16,68700.0,803.11096,2016194372.1916764,29685.585719999995,67918.29513518108,1,898.5982466565121,0.0014744045580332267,999.8898397933947
2024-06-03 06:00:00,68699.99,69221.0,68632.01,69038.94,2491.91796,2188046960.8531504,32177.503679999994,67999.27622145333,1,898.5982466565121,0.0014744045580332267,1000.3895744742945
2024-06-03 07:00:00,69038.94,69179.62,68804.0,68906.7,1420.73895,2286026006.1871386,33598.24262999999,68040.04695608506,1,898.5982466565121,0.0014744045580332267,1000.1945992155402
2024-06-03 08:00:00,68906.7,69333.0,68906.69,69142.55,1257.93453,2372983766.388721,34856.17715999999,68079.28923174895,1,898.5982466565121,0.0014744045580332267,1000.5423375305523
2024-06-03 09:00:00,69142.54,69187.06,68913.72,69014.88,669.3308,2419193396.522164,35525.507959999995,68097.36258369785,1,898.5982466565121,0.0014744045580332267,1000.3541003006283
2024-06-03 10:00:00,69014.89,69186.79,68876.98,68907.99,1001.70426,2488301561.086063,36527.212219999994,68121.85792058958,1,898.5982466565121,0.0014744045580332267,1000.19650119742
2024-06-03 11:00:00,68908.0,69248.99,68824.0,69080.0,897.94818,2550305777.8700824,37425.16039999999,68144.1509030936,1,898.5982466565121,0.0014744045580332267,1000.4501135254474
2024-06-03 12:00:00,69080.0,69769.3,69075.4,69746.23,1886.90789,2681503068.4032283,39312.068289999996,68210.68402257877,1,898.5982466565121,0.0014744045580332267,1001.4324060741458
2024-06-03 13:00:00,69746.23,70288.0,69521.04,69795.34,2750.0373,2873643022.817686,42062.10558999999,68319.04828608669,1,898.5982466565121,0.0014744045580332267,1001.5048140819908
2024-06-03 14:00:00,69795.33,70079.67,68500.0,68776.01,3731.05685,3131528299.567822,45793.16243999999,68384.18953202618,1,898.5982466565121,0.0014744045580332267,1000.0019092838509
2024-06-03 15:00:00,68776.01,69631.16,68760.0,69615.28,1863.02683,3260702159.0787506,47656.189269999995,68421.37839861636,1,898.5982466565121,0.0014744045580332267,1001.2393327972713
2024-06-03 16:00:00,69615.27,69715.61,68899.89,69080.02,1608.62393,3372070153.620682,49264.8132,68447.84207201017,1,898.5982466565121,0.0014744045580332267,1000.4501430135385
2024-06-03 17:00:00,69080.02,69389.92,68800.0,69268.97,786.0188,3426425682.8763924,50050.831999999995,68458.91558558692,1,898.5982466565121,0.0014744045580332267,1000.7287317547789
2024-06-03 18:00:00,69268.98,69444.49,69162.98,69288.41,653.12456,3471686317.9266634,50703.95655999999,68469.73201821992,1,898.5982466565121,0.0014744045580332267,1000.7573941793871
2024-06-03 19:00:00,69288.41,69296.68,69021.77,69204.0,668.6234,3517937773.2917733,51372.57995999999,68478.90014538748,1,898.5982466565121,0.0014744045580332267,1000.6329396906435
2024-06-03 20:00:00,69204.0,69509.38,69101.27,69101.28,924.92879,3581977354.6529284,52297.508749999986,68492.31331029566,1,898.5982466565121,0.0014744045580332267,1000.4814888544423
2024-06-03 21:00:00,69101.28,69191.86,68899.51,69081.17,561.30151,3620739441.1637735,52858.810259999984,68498.31510308712,1,898.5982466565121,0.0014744045580332267,1000.4518385787802
2024-06-03 22:00:00,69081.17,69144.33,68810.0,69042.51,569.52117,3660035801.9981413,53428.331429999984,68503.6516027718,1,898.5982466565121,0.0014744045580332267,1000.3948380985667
2024-06-03 23:00:00,69042.51,69062.19,68730.51,68809.9,469.02919,3692336685.3747725,53897.360619999985,68506.81819852673,1,898.5982466565121,0.0014744045580332267,1000.0518768543226
