timestamp,open,high,low,close,volume,indicator,signal,balance_usdt,balance_btc,total_balance
2024-06-01 00:00:00,165.65,167.14,165.64,166.77,77477.385,,0,1000.0,0.0,1000.0
2024-06-01 01:00:00,166.76,167.21,166.3,166.92,43468.357,,0,1000.0,0.0,1000.0
2024-06-01 02:00:00,166.91,167.62,166.7,167.54,50292.187,,0,1000.0,0.0,1000.0
2024-06-01 03:00:00,167.54,167.82,166.97,167.02,58540.428,,0,1000.0,0.0,1000.0
2024-06-01 04:00:00,167.02,167.45,166.66,167.31,32318.221,,0,1000.0,0.0,1000.0
2024-06-01 05:00:00,167.32,167.38,166.74,167.06,41560.381,,0,1000.0,0.0,1000.0
2024-06-01 06:00:00,167.07,167.19,166.8,167.08,29191.213,,0,1000.0,0.0,1000.0
2024-06-01 07:00:00,167.09,167.17,166.3,166.85,47361.741,,0,1000.0,0.0,1000.0
2024-06-01 08:00:00,166.85,167.34,166.73,167.27,44548.499,,0,1000.0,0.0,1000.0
2024-06-01 09:00:00,167.28,167.36,166.56,167.05,67240.244,,0,1000.0,0.0,1000.0
2024-06-01 10:00:00,167.06,167.22,166.63,166.69,43063.485,,0,1000.0,0.0,1000.0
2024-06-01 11:00:00,166.7,166.96,166.57,166.88,26426.071,,0,1000.0,0.0,1000.0
2024-06-01 12:00:00,166.89,167.41,166.8,166.82,34337.294,,0,1000.0,0.0,1000.0
2024-06-01 13:00:00,166.81,167.47,166.78,167.19,41186.318,,0,1000.0,0.0,1000.0
2024-06-01 14:00:00,167.2,167.72,167.09,167.5,51543.115,59.102244389027256,0,1000.0,0.0,1000.0
2024-06-01 15:00:00,167.5,167.95,167.29,167.31,52608.911,56.23288921336,0,1000.0,0.0,1000.0
2024-06-01 16:00:00,167.31,167.5,166.89,167.18,49323.296,54.29074889867837,0,1000.0,0.0,1000.0
2024-06-01 17:00:00,167.18,167.44,166.85,167.33,34112.131,56.17169965058213,0,1000.0,0.0,1000.0
2024-06-01 18:00:00,167.33,167.49,167.0,167.33,17873.967,56.17169965058214,0,1000.0,0.0,1000.0
2024-06-01 19:00:00,167.34,167.66,167.13,167.45,32982.197,57.78351305488867,0,1000.0,0.0,1000.0
2024-06-01 20:00:00,167.43,167.77,167.18,167.3,40080.206,55.05783857147577,0,1000.0,0.0,1000.0
2024-06-01 21:00:00,167.31,167.44,166.84,167.05,58705.555,50.76022814305507,0,1000.0,0.0,1000.0
2024-06-01 22:00:00,167.06,167.23,166.51,166.71,49703.038,45.552549603630254,0,1000.0,0.0,1000.0
2024-06-01 23:00:00,166.7,166.89,165.69,166.14,46554.688,38.43365017338515,0,1000.0,0.0,1000.0
2024-06-02 00:00:00,166.14,166.89,165.93,166.77,78126.876,48.089785967528584,0,1000.0,0.0,1000.0
2024-06-02 01:00:00,166.77,167.1,166.35,166.48,63985.482,44.62052650731347,0,1000.0,0.0,1000.0
2024-06-02 02:00:00,166.48,166.76,165.42,165.87,48049.871,38.35295511336125,0,1000.0,0.0,1000.0
2024-06-02 03:00:00,165.88,166.32,165.72,166.2,34887.446,43.016165974442686,0,1000.0,0.0,1000.0
